track_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
13193,-292,160,-27.3,2.44,-3.3,18,0.0898,-3.48,-2.78,4.53,2.88,-0.455,-1.06,-0.0505,-0.445,-0.693,-1.11,-1.33,-0.727,0.665
13195,-242,136,-27.2,32.3,-7.37,14.7,-18,4.92,-11.8,1.69,-7.36,-1.7,-10.6,-0.575,-4.36,1.68,-1.84,3.45,1.88,0.784
13196,-258,140,8.59,30.4,-1.54,11.8,3.59,4.59,0.667,4.18,-0.562,3.53,-1.79,1.91,-0.699,2.46,-2.43,-0.403,-0.629,-1.65
13197,-245,164,4.06,26.9,5.06,20.2,-7.58,6.78,-5.88,2.99,3.15,1.28,-0.307,2.66,1.64,2,-1.88,0.769,1.43,1.6
13199,-225,145,-59.2,59.8,11.7,14.2,13.1,9.28,11.7,0.669,9.44,9.62,9.3,7.92,2.04,2.38,1.35,0.218,2.72,0.898
13200,-147,97.2,10.1,28.2,0.668,16.6,-0.378,16.1,-0.808,11.8,-8.36,3.95,-9.55,8.2,-5.99,7.32,-7.21,5.34,-9.04,2.07
13201,-258,124,-31.5,39.5,15.6,7.9,-1.32,8.24,8.11,3.06,-1.57,5.98,1.82,2.59,4.17,3.62,-3.38,-0.351,-1.12,-0.63
13202,-317,226,-3.79,-24,1.63,-6.88,-12.1,-6.18,-3.52,-3.94,-2.73,-2.65,-1.81,-1.99,-1.56,-0.851,-2.95,-3.59,-4.19,-4.06
13203,-260,142,8.15,37.2,11.6,28.6,2.8,10.2,1.39,3.58,0.475,2.42,0.204,6.14,2.24,4.41,2.78,6.24,0.511,2.57
13205,-169,123,-41.6,39.3,-18.6,33.2,-5.9,17.5,-7.57,12.2,-4.46,5.02,-4.27,-0.446,-0.225,6.01,3.66,1.9,-2.7,-0.0689
13206,-227,126,-2.41,49.4,2.17,19.6,7.78,15.1,12.7,8.39,8.33,1.92,-1.2,3.15,3.03,5.58,4.87,2.51,1.37,2.35
13209,-232,132,-34.8,38,-1.41,30,-10.8,14.4,2.93,4.85,5.13,2.18,3.89,-3.08,4.1,0.706,3.83,-1.7,-0.174,-5.37
13210,-252,128,-42.3,44.5,3.69,17.1,-6.77,10.9,2.48,3.11,8.01,-2.7,1.37,-2.47,1.46,2.55,7.04,4.32,-0.743,-0.991
13211,-291,113,25.1,42.3,8.3,19.7,-0.782,14.8,-0.864,-1.79,-4.66,3.76,0.133,-3.63,-6.82,-2.04,-0.807,-1.16,-1.84,-2.13
13217,-165,136,-28.2,32,3.02,18.2,-8.95,9.84,3.57,6.63,-1.66,4.75,-3.98,5.84,-5.68,1.5,-8.9,3.59,-7.13,-3.69
13218,-246,129,4.11,16,2.14,7.17,-3.5,8.1,-4.17,-0.338,-8.9,2.17,-6.16,5.11,-5.65,2.58,-8.1,3.67,-5.64,-1.18
13219,-185,105,-28.6,47.5,-9.1,18.4,-9.02,14.6,-7.47,7.04,-5.91,6.94,-1.87,0.383,-1.2,4.64,-3.75,9.72,-1.36,3.21
13220,-162,106,-22.6,43.3,-12,16.3,-15.1,17,-0.025,17.8,6.53,11.4,1.36,4.32,-2.09,5.49,0.125,1.85,-4.58,1.73
13221,-128,104,-41.4,44.6,-0.172,17.4,-5.63,12.5,-6.55,10.8,-3.73,6.81,-4.73,8.01,-4.64,5.74,-4.8,4.22,-6.05,3.46
13222,-307,150,30,29,15.6,23.1,10.4,15.5,4.21,13,4.58,12.1,3.01,7.33,4.86,3.9,4.65,5.21,4.59,4.26
13224,-209,125,-2.08,19,13.3,21.1,1.06,9.6,-4.96,7.68,3.39,7.09,-2.25,7.94,-1.36,8.04,-1.12,6.65,-2.26,5.55
13225,-275,123,-10.4,45.4,5.1,29.9,20.5,25.7,-7.09,-2.08,-14,11,1.39,-0.242,-7.58,-7.56,0.849,3.39,3.62,-6.49
13226,-202,125,-2.65,18,9.09,28.6,-6.72,14.6,1.7,7.34,-4.35,6.45,-1.81,5.37,-7.86,5.61,-5.86,2.96,-3.64,4.75
13322,-178,135,-44.9,21.3,2.52,15.4,-8.36,5.24,-7.1,3.35,-7.91,1.85,-6.96,-0.106,-8.71,-1.52,-6.93,-0.866,-6.57,-2.13
13323,-247,145,-1.36,41,2.18,20.7,-6.88,13,-13.5,0.894,-10.4,0.377,-2.77,6.34,1.51,1.19,3.29,4.09,4.9,-2.96
13324,-226,147,-2.56,30.4,2.63,12.8,-1.92,14.5,0.744,6.42,2.43,5.25,-1.93,3.43,-1.31,6,-2.68,0.486,-4.89,-1.32
13326,-190,92.9,-18.4,56.9,-11.1,28.9,-16.6,21.1,-10.1,10.7,-8.19,7.78,-2.32,2.66,-5.76,-0.265,-2.61,1.95,-0.764,-2.46
13327,-180,139,-31.1,35.4,0.551,23.7,-13.4,10.7,0.257,11.7,-4.26,6.86,-0.613,6.67,-4.65,5.25,-4.05,0.785,-1.54,0.276
13328,-197,155,-36.7,60.7,-21.9,18.2,-17.1,9.33,-2.86,-1.85,1.38,0.865,-0.584,-1.79,0.886,-6.09,5.35,-2.45,6.33,-1.19
13329,-262,138,-14.2,12.6,4.76,5.22,2.13,3.99,0.671,4.75,0.32,2.83,-0.236,1.4,-2.61,2.01,0.368,3.31,-0.385,2.39
13330,-235,132,-4.88,37.9,8.17,21.1,-0.99,16.3,2.77,6.51,0.473,7.56,-0.927,0.724,-6.89,0.975,-7.22,0.394,-3.36,-6
13331,-203,140,-11.5,42.9,-6.81,19.4,-13.6,4.76,0.517,2.1,-7.43,6.6,-2.28,-2.06,-2.06,1.09,-3.28,2.33,1.76,-0.573
13343,-280,140,0.755,13.8,11.2,17.3,-2.7,-3.79,3.7,-7.6,-4.4,5.49,0.485,-0.673,3.38,0.704,1.1,4.31,3.45,1.7
13362,-267,140,7.33,38.6,-9.91,24.1,2.74,10.4,1.6,8.81,6.54,5.87,4.78,2.88,7.01,-1.97,0.694,5.41,3.51,0.225
13363,-270,175,8.09,20.9,-0.648,14.2,3.86,4.94,-0.118,0.431,-4.19,0.0283,1.34,1.6,1.84,5.22,8.22,6.55,2.89,1.23
13364,-235,108,-1.15,32.8,-10.2,17.3,4.95,11.5,0.596,10.2,1.5,7.92,0.317,1.95,-0.382,2.48,-0.744,5.19,-1.37,3.95
13365,-230,125,4.16,33,-5.89,18.6,-7.66,9.23,-8.39,9.8,-8.82,10.4,-7.69,2.65,-5.46,1.35,-6.41,4.17,-1.35,2.72
13366,-284,146,-9.74,31.9,13.5,20,9.8,11.5,2.27,-1.4,-5.74,-3.36,-9.99,-2,-4.17,-3.06,-3.66,0.429,-3.66,0.618
13367,-245,125,-20.2,24.5,8.34,18,8.48,11.5,5.93,8.8,6.29,10.9,10.3,9.24,2.1,3.79,-6.8,3.6,-2.14,7.17
13369,-296,103,7.9,36.5,5.96,19.4,5.61,11.2,5.21,13,5.48,10.9,-1.02,6.02,3.5,9.03,4.53,10.1,0.213,2.14
13378,-191,143,-12.5,43.1,-3.49,21,-8.36,10.2,-4.04,3.92,-5.95,5.97,-3.79,0.846,-3.59,-4,-2.53,0.153,-2.76,-1.36
13379,-234,124,7.67,35,-5.33,13.8,0.48,20.9,10.6,12.9,10.3,12.4,1.75,3.05,-0.929,0.729,0.0802,-0.399,-6.98,-1.03
13380,-232,145,-14.7,32.1,-10.7,4.37,-10.4,1.84,-7.86,-0.759,-6.85,2.63,0.265,-0.463,0.192,-1.83,-2.63,-0.942,0.459,-0.716
13439,-218,168,5.33,33.7,1.2,19,-3.09,11.5,-1.45,-6.96,3.43,1.78,-2.13,0.442,1.69,-5.2,-2.14,-1.02,-6.65,-3.97
13440,-248,179,14.2,19.2,10.2,18.3,5.97,3.89,6.69,8.46,0.784,-6.82,-8.13,1.48,-1.79,-6.68,-6.27,-0.751,-2.19,-2.37
13441,-136,163,-20.2,26.9,-4.19,5.14,2.98,3.37,-0.508,5.42,1.78,4.87,0.322,4.2,-2.06,2.83,-2.73,4.81,-1.42,2.47
13442,-200,178,-15.9,17.7,9.91,8.81,5.89,1.7,-2.87,7.91,-4.11,0.644,1.03,0.343,-1.95,2.51,-1.56,-0.358,-1.7,-2.19
13443,-365,128,48.1,23.4,-6.29,-3.93,-1.55,-8.36,-6.88,-7.74,-8.12,-9.81,-12.7,-8.85,-13.3,-10.4,-2.65,-1.98,4.95,0.325
13455,-360,168,6.75,19.8,10.1,14.5,1.57,2.68,-3.8,0.403,-6.33,-3.91,-6.27,-2.61,-2.9,-6.25,-6.14,-5.34,-3.75,-2.5
13456,-408,139,11.7,20.2,17.6,14.1,3.62,3.25,3.66,3.87,-1.73,0.593,-5.1,-6.05,-5.75,-7.5,-8.16,-6.86,-8.16,-9.07
13457,-289,129,6.18,22.9,13,19.8,9.12,9.74,0.612,2.2,-2.24,-4.21,-6.98,-1.15,-6.79,-8.1,-9.2,-3.05,-3.87,-1.77
13459,-341,146,1.77,21.3,16.5,16.9,3.81,4.52,2.65,6.44,-2.23,-2.24,-5.27,-1.06,-2.51,-6.87,-7.16,-5.43,-7.14,-7.04
13460,-364,140,15.1,21.2,20.2,19.2,5.57,4.65,5.11,6.05,-1.3,-2.21,-4.74,-1.01,-2.37,-5.81,-6.32,-5.18,-4.94,-3.76
13461,-290,164,-7.07,11.6,10.1,8.36,2.77,2.7,-2.91,0.676,-1.97,-2.2,-7.13,-5.98,-8.55,-4.85,-2.18,-0.0935,-5.03,-2.12
13470,-124,149,-32.9,51,-14.4,17.4,-8.28,6.22,-12.6,1.31,-0.0324,-0.554,0.923,2.72,3.39,-3.18,2.87,-5.73,-0.755,-5.48
13471,-144,152,-0.348,35.2,-3.87,21.9,-9.75,7.33,-10.2,5.65,-1.51,5.99,-0.36,2.88,-0.0265,-0.873,-1.42,2.67,-1.44,0.0835
13472,-155,177,-12.1,24.2,-13.9,12.5,-9.25,3.03,-5.6,0.966,-5.23,-1.2,-4.49,0.197,-3.6,-3.85,-4.08,-3.42,-2.98,-3.04
13474,-175,148,-17.5,38.2,-4.51,6.13,-10.8,-3.55,-10.1,-2.05,-7.82,-3.16,-9.16,-5.39,-6.77,-5,-3.12,0.0152,0.833,4.81
13475,-361,149,7.49,23.4,16.7,17.5,5.47,6.73,4.03,6.76,-2.1,-1.97,-4.96,-1.54,-3.61,-6.81,-5.22,-3.48,-7.33,-6.84
13552,-250,88.2,51.8,44.4,-7.67,37.6,-8.21,13.3,-3.26,7.91,3.23,-3.1,5.26,6.52,-4.04,3.66,-6.53,0.918,-2.61,1.6
13554,-347,175,21.3,15.6,37.9,22,6.33,5.3,4.96,1.28,0.653,0.639,-0.737,-3.07,-3.11,-1.27,-0.0675,2.48,4.32,2.47
13555,-204,121,-14.4,43.5,-1.53,23.9,-8.05,10.5,3.58,7.1,-4.37,3.27,4.05,6.37,-1.16,5.85,-2.44,2.28,-2.48,0.67
13556,-160,121,-15.9,44.3,5.01,24.7,-10.6,15.5,-1.11,7.84,-3.73,9.37,-3.13,6.09,-1.5,0.933,-4.69,-1.13,-6.65,-0.91
13557,-268,111,-36.7,74,14.1,7.45,12.6,0.373,11.7,10.5,2.77,4.14,3.46,1.22,0.434,0.0589,-0.839,-0.389,-1.39,-2.18
13559,-182,138,-8.84,24.9,3.42,22.3,-4.53,13.8,-0.94,5.64,-0.201,5.71,4.54,11.3,2.48,6.96,-4.37,3.35,-2.29,-0.194
13560,-233,138,-21.5,30.5,2.45,13.8,-1.91,9.21,-6.6,2.22,-5.01,-5.02,-3.94,3.48,-2.26,-0.932,-2.96,0.706,-0.562,-0.749
13561,-200,126,-15.9,54.8,-4.32,27.5,-2.74,7.75,-6.4,6.81,-3.79,1.27,3.21,0.0904,0.572,3.36,2.24,3.94,0.458,-0.862
13562,-175,115,-10.7,24.6,11.6,28.5,-0.517,11.4,1.91,10.6,-7.56,5.82,-4.05,6.34,-2.34,8.68,3.55,6.99,-0.476,2.93
13563,-185,157,-39.1,39.9,-2,19,-1.4,14.8,-4.62,-0.587,-1.46,5.77,-2.94,1.98,2.57,4.63,-1.51,-1.43,-2.72,-0.526
13564,-279,130,-6.1,50.5,1.7,13,13.5,12.1,3.39,11,0.741,-4.77,3.36,5.62,-3.63,3.64,0.0456,5.38,4.27,-2.03
13565,-266,166,-37.7,24.5,29.9,11.9,4.34,16.2,5.5,3.67,-1.41,1.29,0.549,-1.92,-6.86,0.923,2.72,-3.46,-2.92,-0.369
13566,-232,120,5.86,19.9,2.22,29.3,-1.88,15.8,1.38,10.8,-0.992,11,0.574,5.52,0.338,6.15,1.03,5.5,1.23,3.46
13567,-301,192,-2.91,21.9,-0.124,12.8,-12.2,9.56,-3.64,-10.6,-16.1,-10.2,-6.76,-10.9,1.19,-7.05,-6.85,-0.548,3.63,0.428
13570,-199,143,-20.6,37.9,-4.28,20.7,-10.9,11.1,2.05,6.03,1.44,1.72,-1.45,1.51,-5.64,-1.47,0.501,1.78,0.166,-2.15
13588,-140,114,-26.8,49,-4.33,37.9,-27.3,24.2,1.26,9.43,-11.7,5.46,-6.62,1.39,-6.45,-1.14,-8.53,0.884,-5.79,1.89
13589,-251,90.4,-5.9,77.9,-3.21,34.9,-1.85,19.9,3.69,5.19,5.21,8.77,6.44,8.61,7.22,3.69,2.02,6.92,2.21,0.666
13590,-250,112,-3.25,47.1,-7.83,35.6,10,23.1,0.344,1.71,-1.04,3.36,-2.63,6.2,-0.515,1.69,-0.126,1.99,-0.636,-0.19
13591,-240,165,-35.3,48.6,-8.77,17.1,2.18,5.74,-7.96,-1.9,-2.38,-1.75,-0.189,0.416,-5.6,-3.08,-4.41,-2.55,5.08,-5.14
13592,-241,167,-28.5,35.6,13.7,12.7,5.47,0.548,-3.2,2.71,-1.82,0.352,0.144,-3.41,-3.38,-3.72,-3.23,-1.42,-1.17,-3.09
13593,-252,102,-11.5,49.8,0.0722,29.7,-6.54,11,0.968,4.59,4.59,2.3,7.01,2.49,1,1.7,2.55,4.1,0.376,-3.79
13595,-176,143,-34.7,38.8,5.27,20.5,-6.81,14.3,2.31,11.2,-0.433,4.07,0.476,6.91,-0.591,3.13,-1.53,3.77,-0.352,-0.342
13596,-166,124,-31.5,58.4,-4.56,34.3,-14.9,15.9,-7.67,14.8,0.615,10.3,2.26,8.22,0.559,3.83,0.818,-1.28,-2.85,-3.68
13597,-209,122,-10.1,45.8,-16.5,23.5,-7.38,3.89,-0.993,2.02,-1.99,3.27,1.89,5.78,-0.608,1.4,0.336,2.79,1.25,1.56
13598,-351,143,0.601,35.1,14.5,14.4,1.31,10.6,6.27,6.23,1.62,2.72,3.93,2.65,4.38,3.45,7.91,5.97,1.1,0.302
13646,-312,139,12.4,33.8,-1.83,25.8,3.01,10.9,-0.85,2.47,-5.67,-0.604,-1.91,-4.79,-5.7,-3.76,2.12,-0.859,-0.986,0.397
13647,-266,141,-22.4,32.9,0.966,16.5,-0.0214,1.87,2.02,5.11,-1.23,-2.03,-3.72,1.77,4.87,3.16,-1.07,1.24,-1.42,3.49
13648,-247,104,-2.06,21.1,20.3,13.7,5.2,15.3,0.731,10.2,1.16,10.3,4.66,7.21,0.123,6.66,-2.81,3.61,-2.01,4.91
13649,-204,110,3.48,26.8,1.86,22.8,-3.52,16.4,-5.97,10.8,-4.21,7.92,-1.16,8.53,-2.75,4.54,-6.39,0.765,-4.99,0.138
13661,-185,136,-15.5,36.7,-1.78,29.7,-14.1,10.7,6.94,10.5,-7.56,3.34,4.14,4.32,-5.56,4.84,-5.63,-3.36,-0.537,0.3
13662,-266,162,-18.6,34.5,8.67,6.34,10.5,3.31,1.63,3.33,-2.91,1.8,2.17,1.01,1.33,1.95,-3.26,-1.1,1.24,0.282
13663,-196,159,-43.2,26.4,8.81,9.54,7.9,11,4.08,8.56,-1.59,1.97,-1.16,2.53,5.15,6.35,0.436,3.29,2.37,6.06
13664,-207,180,-28.3,56.2,5.29,8,7.33,2.22,3.65,-1.15,2.3,-2.92,2.2,-1.03,-2.23,1.1,-0.753,-1.73,-0.85,0.293
13666,-186,147,-47.7,30.1,8.45,14.4,-8.67,9.17,-1.37,3.7,-2.73,-0.989,-3.77,-1.1,-0.226,2.25,-3.77,-1.39,-0.524,1.05
13667,-246,173,-11.6,22,19.3,2.34,-4.46,4.87,0.0834,5.32,0.377,2.03,0.356,2.29,-2.73,2.61,-0.827,4.47,0.981,4.01
13668,-320,127,-17,39,22.2,11.4,10.7,10.8,11.8,4.09,1.22,5.74,1.99,-3.74,-1.82,1.23,4.22,6.08,6.43,3.11
13670,-203,125,-15.2,32.2,-12.7,17.5,-14.4,9.09,-4.26,0.263,-6.33,-0.107,-6.11,0.489,-1.08,4.02,-1.48,4.45,0.143,0.00307
13671,-237,157,-54,26.7,-6.82,11.7,-8.4,0.143,-0.627,-1.82,-4.75,-0.193,-0.512,0.963,-5.62,4.31,-2.49,1.09,-4.56,1.14
13672,-312,192,5.37,27.6,19.5,-2.84,-2.96,-1.9,0.52,4.61,1.86,-2.9,-3.35,-4.19,-1.81,0.33,0.211,2.7,1.72,-0.545
13673,-319,120,-26.8,35.3,9.66,23.6,7.31,-2.06,1.07,2.05,8.43,7.63,2.99,0.0217,-0.154,3.76,5.3,3.47,6,2.7
13675,-294,159,-3.7,22.8,-3.54,12.6,5.37,4.31,-1.15,2.7,-3.27,0.457,-3.36,-0.659,-2.7,1.64,-1.78,2.57,2.6,4.61
13676,-264,118,-39.1,54.9,9.36,-11.3,12.2,15,-4.47,-0.795,8.51,6.49,0.866,5.27,4.86,3.58,2.02,4.09,3.62,6.93
13712,-200,146,-25.6,48.1,20.8,28.1,0.206,-3.68,4.54,-2.93,0.92,0.778,3.37,2.13,-0.186,2.62,-3.99,-1.48,-0.761,-3.29
13713,-165,139,-14,53.4,8.19,34,-5.01,-0.723,1.63,-6.82,-3.01,-2.86,-0.414,-4.62,-4.37,-0.00911,-5.08,0.726,-0.946,0.618
13714,-140,157,-22,30.1,6.04,19.9,-2.66,-1.84,-7.35,-1.77,-3.74,-7.71,-6.85,-4.97,-2.99,-0.417,-3.31,-2.43,0.0293,0.541
13715,-189,155,-17.4,48.7,18,30.3,-2.25,-1.15,6.12,-8.97,-1.32,-2.74,0.729,-1.73,-4.93,-0.176,-5.18,1.25,1.45,-2.98
13716,-184,160,-30.2,31.2,17,26.4,-4.69,2.91,8.25,1.67,-0.174,-1.29,0.805,-1.19,-0.16,4.33,-2.59,-0.894,-0.188,-1.94
13717,-126,140,-23.9,27.3,16.6,28.9,0.262,5.37,0.549,6.26,-1.54,1.37,-0.878,0.113,-1.18,2.65,-2.56,-1.38,-1.09,0.152
13725,-75.3,90.2,-7.93,36.6,-4.33,24.7,-13.2,14,-3.86,12.9,-10.2,1.69,-0.147,0.958,-9.75,4.13,-7.55,4.42,-9.96,4.4
13726,-213,140,-11.6,33.9,-0.803,32.5,-15.9,12.1,-4.17,10.8,-0.832,6.27,4.82,3.81,6,2.47,3.07,-4.6,6.37,-4.22
13727,-244,127,11,32.2,6.83,24.5,-4.59,9.1,-2.96,2.9,0.72,3.96,2.15,4.64,-0.268,1.34,-0.0585,-0.838,5.91,-0.343
13728,-216,139,-19.9,34.4,1.47,33.3,-6.61,8.98,-2.6,5.13,-1.16,2.33,3.01,0.422,0.702,-0.16,0.104,-1.63,2.23,-2.73
13729,-176,127,-33.1,58,-13.9,29.2,-6.11,8.81,8.32,4.2,-0.619,-3.09,5.15,6.37,3.94,4.38,4.01,-0.246,3.09,-0.979
13730,-193,138,-8.11,37.3,-5.53,29,-7.22,10.4,-4.97,8.02,-6.1,1.21,-0.662,-0.185,-1.79,-0.102,0.691,-4.1,2.72,-1.77
13731,-242,133,-15.9,45.4,-4.32,35.8,0.157,12.1,4.82,8.47,7.45,5.34,7.98,6.06,4.95,6.15,5.92,1.08,7.22,1.61
13732,-232,121,-9.37,38.7,-9.79,26.9,-11.6,7.65,-2.89,7.87,-3.57,6.54,2.24,4.14,5.24,4,3.35,-1.04,5.59,-0.824
13733,-196,129,-19.6,50.9,-4.82,31.1,-9.42,20.8,-8.32,8.79,-0.975,-2.18,-1.32,5.48,0.634,-0.768,2.43,-3.36,6.74,-1.33
13734,-254,142,-0.0213,31.7,-4.54,13.1,-14.1,-4.2,-3.96,-0.698,-1.5,0.89,-2.31,-1.25,-2.31,0.211,-2.27,-0.663,-0.287,-3.61
13735,-145,142,0.592,79.2,-0.607,34.3,-5.66,12.6,-6.23,-2.99,-1.8,3.88,1.15,8.77,7.22,1.37,9.59,-0.191,6.36,-1.75
13736,-126,164,-19.1,28.5,-6.38,14.7,2.25,4.11,-6.27,6.13,-1.44,0.297,0.134,1.27,-4.84,-9.56,-5.67,-3.58,2.83,-1.12
13737,-141,141,12.4,39.3,-3.14,26.5,-12.9,13,-9.12,3.99,-5.3,3.02,-8.84,-0.236,-5.35,1.66,0.669,0.963,-1.97,-3.65
13738,-96,129,-24.1,40.6,4.38,30.6,8.01,10.5,6.28,10.9,7.78,5.95,6.46,4.94,5.88,2.77,5.54,4.07,3.57,-2.3
13739,-200,105,-17,42.7,12.9,29.6,0.825,13.2,5.71,5.33,5.88,3.91,3.66,4.34,3.33,3.48,5.38,0.324,0.0243,-0.764
13740,-138,113,-11,50.4,2.45,36.8,-4.06,19.4,0.301,5.62,2.96,4.98,-2.57,3.73,3.2,-0.862,5.5,-2.85,4.03,-3.22
13741,-160,111,-2.37,45.5,10.2,25.3,2.67,17.1,4.63,6.49,3.17,4.17,3.05,3.47,4.02,0.0586,4.15,1.73,5.81,0.302
13742,-95.4,140,-24.4,44.2,-6.65,31.4,-11.1,14.7,-3.12,4.5,-0.769,1.68,2.02,-1.56,3.19,-1.36,3.22,1.88,5.34,-2.65
13743,-134,107,-7.54,49.6,-8.5,15.8,-0.882,3.37,-7.04,-1.15,0.185,-5.97,2.29,1.37,4.95,-3.72,5.38,-3.58,3.09,-6.3
13744,-45.4,111,-16.8,38.5,9.09,18.8,7.28,1.17,-3.52,7.93,4.63,4.72,5.36,2.67,8.69,-2.82,0.258,-5.05,3,-3.21
13745,-197,127,11.5,36,11.3,23.6,-13.3,-3.45,-11.1,-5.24,-9.15,-4.18,-7.65,-7.03,-7.69,-7.28,-8.41,-4.31,2.08,2.88
13746,-153,129,-29.1,55.2,-0.527,18.5,5.39,10.1,2.55,7.12,3.59,1.84,5.53,1.47,3.62,-2.92,1.31,-2.78,3.32,-2.02
13747,-91.9,123,-51.5,62.8,-29.5,32.1,-15.6,12.2,-5.01,0.955,2.06,-4.07,11.2,-9.7,12.1,-8.74,5.89,-0.864,2.51,1.68
13748,-94.4,147,-37,59.1,-29.4,35.4,-4.25,8.57,3.53,0.0367,7.2,-1.92,9.54,-6.97,10.8,-3.99,3.18,-0.19,1.6,4.52
13749,-54,120,-40.7,66.8,-26.3,35.4,-18.5,11.1,-8.29,2.01,-0.741,-8.57,7.52,-13.2,9.97,-9.38,6.81,-7.17,-2.43,-2.81
13750,-138,122,-26.8,54.9,-15.7,21.9,-2.54,-0.372,8.07,-4.22,-1.98,0.507,0.442,3.03,-3.16,1.03,-2.98,-3.22,1.81,-4.96
13761,-290,165,6.54,35.7,24,7.38,-12,-10.7,-15.4,-21.9,-6.73,-10.9,-15,-6.76,-14.2,-12.1,-8.04,-6.19,-5.71,-14.1
13762,-288,171,-0.645,40.5,22.8,9.87,-11.7,-7.53,-10.5,-21.9,-6,-7,-13.8,-6.55,-11.6,-11.5,-7.15,-3.44,-5.24,-11.9
13763,-244,178,-17.8,36.1,19.3,3.38,-13.3,-12,-16.2,-19.8,-1.29,-6.87,-12.3,-5,-15.1,-10.7,-3.73,-5.63,-5.02,-9.97
13764,-221,175,-40.4,30.5,14.4,1.91,-20.5,-4.62,-8.62,-19.4,-3.8,-6.46,-11.5,-1.56,-8.19,-9.27,-8.86,-6.05,-4.67,-15.2
13765,-294,191,3.29,32.7,23.3,12,-10.4,0.0667,-7.11,-19.4,5.43,-6.33,-13.9,-1.64,-13.8,-12,-4.1,-3.68,-5.76,-11.7
13766,-301,164,11.2,33.3,22.4,11,-7.73,-3.59,-7.8,-20.2,-3.79,-3.79,-11.5,-4.63,-12.3,-11.3,-7.86,-5.18,-5.23,-11.2
13767,-212,129,-30.2,43,-11.9,20.9,-6.16,1.18,6.87,1.64,-2.02,3.7,3.78,0.318,1.35,1.77,1.75,0.531,4.38,-0.623
13768,-207,116,-24.1,46.3,-3.68,22.6,-7.59,2.56,-2.23,1.24,-7.55,3.18,2.49,2.66,-1.6,3.22,-0.0422,-2.33,1.62,-2.72
13769,-229,127,-30.6,39.9,9.86,16.9,-0.494,8.11,-6.59,6.41,-4.57,9.87,-0.595,2.99,-1.76,6.06,-1.02,2.51,-3.91,-2.69
13770,-243,142,-42.6,40.1,3.67,19.4,-2.6,12,-3.56,5.13,-1.38,10.8,0.499,1.73,-0.593,3.62,-0.411,0.146,-2.35,-4.97
13771,-241,138,-37.3,39.6,5.19,15.1,1.13,5.63,-3.4,3.42,-2.16,7.45,-0.138,1.82,-1.8,2.94,-1.07,1.07,-3.07,-3.66
13772,-214,123,-34.5,41.7,2.2,19.1,1.16,10.7,-5.36,5.87,-3.47,9.95,-1.25,4.11,-1.62,5.16,-1.53,0.938,-3.64,-3.13
13773,-228,128,-32.1,39.3,7.21,17,-0.426,8.04,-5.12,6.24,-4.05,10.7,-1.25,4.38,-2.36,4.88,-1.12,1.14,-4.06,-3.04
13784,-177,148,-20,42.9,3,14.8,-1.2,8.46,3.2,-0.549,-0.6,5.16,0.408,-0.396,-1.97,-2.08,-3.44,-2.88,-2.9,-5.51
13785,-182,157,-56.9,55.5,10.2,11.1,-1.52,11.2,7.22,-6.89,2.05,3.92,4.4,2.01,0.849,-0.684,-3.25,-1.56,-3.04,-6.97
13786,-177,144,-43.2,54.3,5.71,21.3,-7.91,18.3,3.02,-0.212,-3.6,11.5,-0.051,5.34,-1.78,-2.11,-4.83,-3.79,-3.68,-7.69
13787,-156,145,-52.5,58.8,-6.02,19.9,-9.4,15.3,2.99,-3.28,-2.01,8.69,0.0988,3.87,-2.3,-2.16,-3.36,-2.91,-2.76,-6.24
13789,-131,126,-49.6,68.6,6.06,19.1,-7.64,15.8,-0.807,1.2,-2.53,3.32,-0.112,6.51,-3.39,1.12,-3.17,-1.11,-0.308,-4.91
13790,-165,126,-42.3,57.9,11.5,17.5,-7.4,14.6,2.94,-2.2,-6.42,7.24,-1.15,1.82,-1.88,-1.6,-3.96,-0.0638,-1.63,-5.2
13791,-152,138,-35.4,53.1,-2.5,18.4,-2.96,11.8,1.84,-1.67,-5.06,6.71,0.965,2.58,-1.98,-1.8,-3.07,-1.3,-1.97,-5.16
13792,-95,149,-49.1,63.5,-1.22,18,-9.09,12.3,2.54,-1.41,-3.6,7.37,-0.0914,2.02,-1.4,-1.61,-3.49,-1.27,-1.66,-5.09
13793,-132,140,-37.6,67.4,1.21,19,-2.73,11.2,-0.264,-0.674,-2.4,5.49,-0.557,1.5,-2.05,-1.04,-2.77,-1.86,-2.44,-4.73
13794,-125,152,-48.8,61.4,3.63,20.4,-6.03,12,-0.318,-3.42,-3.75,6.79,-0.721,1.78,-2.56,-1.33,-3.39,-1.43,-2.39,-6.07
13795,-98.2,142,-50.1,61.4,1.61,19,-9.2,13.2,0.219,-1.57,-4.22,8.39,0.0398,1.79,-1.6,-1.25,-4.56,-2.06,-3.64,-6.33
13811,-277,120,-13.8,48.6,-2.45,15.3,-15.8,-1.97,-13.4,-5.6,-8.94,-7.48,-6.83,-8.21,-7.84,-10,-8.31,-7.1,-6.84,-4.63
13812,-221,131,-19.1,43.7,0.465,17.8,-6.64,4.34,-14.2,-11.8,-10.2,-8.06,-10.2,-14.1,-13.4,-13.8,-11.6,-8.37,-7.92,-7.79
